,bioguide_id,birthdate,cid,comments,congress_office,exit_code,facebook_id,fax,feccandid,first_elected,firstlast,gender,lastname,office,party,phone,twitter_id,votesmart_id,webform,website,youtube_url
379,S000583,1947-11-19,N00001811,,2409 Rayburn House Office Building,0,LamarSmithTX21,202-225-8628,H6TX21012,1986,Lamar Smith,M,SMITH,TX21,R,202-225-4236,LamarSmithTX21,27097,http://lamarsmith.house.gov/contact/email-lamar,http://lamarsmith.house.gov,https://youtube.com/lamarsmithtexas21
380,O000168,1962-12-09,N00029285,,2133 Rayburn House Office Building,0,Rep.PeteOlson,202-225-5241,H8TX22107,2008,Pete Olson,M,OLSON,TX22,R,202-225-5951,RepPeteOlson,102008,https://forms.house.gov/olson/contact-form.shtml,https://olson.house.gov,
381,H001073,1977-08-19,N00031417,,317 Cannon House Office Building,0,HurdOnTheHill,,H0TX23086,2014,Will Hurd,M,HURD,TX23,R,202-225-4511,hurdonthehill,,,https://hurd.house.gov,
382,M001158,1951-02-23,N00026710,,2369 Rayburn House Office Building,0,RepKennyMarchant,202-225-0074,H4TX24094,2004,Kenny Marchant,M,MARCHANT,TX24,R,202-225-6605,RepKenMarchant,5549,https://marchant.house.gov/contact/contactform.htm,https://marchant.house.gov,https://youtube.com/RepKennyMarchant
383,W000816,1949-09-13,N00030602,,1323 Longworth House Office Building,0,RepRogerWilliams,512-473-8946,H2TX33040,2012,Roger Williams,M,WILLIAMS,TX25,R,202-225-9896,RepRWilliams,50112,https://williams.house.gov/contact/email-me,http://williams.house.gov,
384,B001248,1950-12-23,N00025219,,2336 Rayburn House Office Building,0,michaelcburgess,202-225-2919,H2TX26093,2002,Michael Burgess,M,BURGESS,TX26,R,202-225-7772,MichaelCBurgess,50120,http://burgess.house.gov/contact/356345.htm,http://burgess.house.gov,https://youtube.com/michaelcburgessmd
385,F000460,1961-12-12,N00031672,,2331 Rayburn House Office Building,0,BlakeFarenthold,202-226-1134,H0TX27061,2010,Blake Farenthold,M,FARENTHOLD RANDOLPH BLAKE,TX27,R,202-225-7742,Farenthold,116919,http://farentholdforms.house.gov/contact/email.htm,http://farenthold.house.gov,https://youtube.com/BlakeFarenthold
386,C001063,1955-09-19,N00024978,,2209 Rayburn House Office Building,0,152569121550,202-225-1641,H2TX23082,2004,Henry Cuellar,M,CUELLAR,TX28,D,202-225-1640,RepCuellar,5486,https://cuellar.house.gov/forms/writeyourrep/default.aspx,http://cuellar.house.gov,https://youtube.com/henrycuellar
387,G000410,1947-10-17,N00005870,,2470 Rayburn House Office Building,0,RepGeneGreen,202-225-9903,H2TX29030,1992,Gene Green,M,GREEN,TX29,D,202-225-1688,RepGeneGreen,27100,https://green.house.gov/contact-me/email-me,https://green.house.gov,https://youtube.com/RepGeneGreen
388,J000126,1935-12-03,N00008122,,2468 Rayburn House Office Building,0,CongresswomanEBJtx30,202-226-1477,H2TX00015,1992,Eddie Bernice Johnson,F,JOHNSON,TX30,D,202-225-8885,RepEBJ,27098,https://ebjohnson.house.gov/contact/email-me,http://ebjohnson.house.gov,https://youtube.com/RepEddieBJohnson
389,C001051,1941-11-06,N00025095,,2110 Rayburn House Office Building,0,judgecarter,202-225-5886,H2TX31044,2002,John Carter,M,CARTER,TX31,R,202-225-3864,JudgeCarter,49296,https://carter.house.gov/email-john2,https://carter.house.gov,https://youtube.com/repjohncarter
390,S000250,1955-03-22,N00005681,,2233 Rayburn House Office Building,0,petesessions,202-225-5878,H2TX03126,1996,Pete Sessions,M,SESSIONS,TX32,R,202-225-2231,PeteSessions,288,https://sessions.house.gov/index.cfm/contact-form,https://sessions.house.gov,https://youtube.com/PeteSessions
391,V000131,1971-01-03,N00033839,,1519 Longworth House Office Building,0,CongressmanMarcVeasey,202-225-9702,H2TX33073,2012,Marc Veasey,M,VEASEY,TX33,D,202-225-9897,RepVeasey,49671,https://veaseyforms.house.gov/forms/writeyourrep/,http://veasey.house.gov,https://youtube.com/marcveasey
392,V000132,1963-02-13,N00034349,,437 Cannon House Office Building,0,USCongressmanFilemonVela,202-225-9770,H2TX27190,2012,Filemon Vela,M,VELA,TX34,D,202-225-9901,RepFilemonVela,137719,https://forms.house.gov/vela/webforms/email-me.shtml,https://vela.house.gov,
393,D000399,1946-10-06,N00006023,,2307 Rayburn House Office Building,0,lloyddoggett,202-225-3073,H4TX10028,2004,Lloyd Doggett,M,DOGGETT,TX35,D,202-225-4865,RepLloydDoggett,21689,https://forms.house.gov/doggett/webforms/issue_subscribe.htm,https://doggett.house.gov,https://youtube.com/doggett
394,B001291,1948-03-23,N00005736,,316 Cannon House Office Building,0,RepBrianBabin,202-226-0396,H6TX02079,2014,Brian Babin,M,BABIN,TX36,R,202-225-1555,RepBrianBabin,,,http://babin.house.gov,
395,C001056,1952-02-02,N00024852,,517 Hart Senate Office Building,0,sen.johncornyn,202-228-2856,S2TX00106,2002,John Cornyn,M,CORNYN,TXS1,R,202-224-2934,JohnCornyn,15375,https://www.cornyn.senate.gov/contact,https://www.cornyn.senate.gov,https://youtube.com/senjohncornyn
396,C001098,1970-12-22,N00033085,Running for President,404 Russell Senate Office Building,0,SenatorTedCruz,202-228-3398,S2TX00312,2012,Ted Cruz,M,CRUZ,TXS2,R,202-224-5922,SenTedCruz,135705,http://www.cruz.senate.gov/?p=email_senator,https://www.cruz.senate.gov,https://youtube.com/sentedcruz
397,W000804,1959-02-03,N00029459,,2055 Rayburn House Office Building,0,RepRobWittman,202-225-4382,H8VA01147,2007,Rob Wittman,M,WITTMAN,VA01,R,202-225-4261,RobWittman,58133,https://wittman.house.gov/contact-form/,http://wittman.house.gov,https://youtube.com/RobWittman
398,R000589,1960-05-28,N00030962,Retired at end of 114th,418 Cannon House Office Building,4,pages/foo/167851429918010,202-225-4218,H0VA02084,2010,Scott Rigell,M,RIGELL,VA02,R,202-225-4215,RepScottRigell,121807,https://rigell.house.gov/contact/contactform.htm,http://rigell.house.gov,http://youtube.com/RepScottRigell
399,S000185,1947-04-30,N00002147,,1201 Longworth House Office Building,0,RepBobbyScott,202-225-8354,H6VA01117,1992,Bobby Scott,M,SCOTT,VA03,D,202-225-8351,BobbyScott,27117,https://bobbyscott.house.gov/email-bobby-scott,http://bobbyscott.house.gov,https://youtube.com/repbobbyscott
400,F000445,1952-02-17,N00013799,Lost primary,2135 Rayburn House Office Building,20,pages/foo/356330225020,202-226-1170,H2VA04052,2001,Randy Forbes,M,FORBES,VA04,R,202-225-6365,Randy_Forbes,5146,https://forbes.house.gov/contact/contactform.htm,http://forbes.house.gov,http://youtube.com/RepRandyForbes
401,H001060,1969-06-16,N00031265,Retired at end of 114th,125 Cannon House Office Building,4,pages/foo/120068161395562,202-225-5681,H0VA05095,2010,Robert Hurt,M,HURT,VA05,R,202-225-4711,RepRobertHurt,50895,https://hurt.house.gov/index.cfm/email-me,http://hurt.house.gov,http://youtube.com/RepRobertHurt
402,G000289,1952-09-22,N00009154,,2309 Rayburn House Office Building,0,BobGoodlatte,202-225-9681,H2VA06115,1992,Bob Goodlatte,M,GOODLATTE,VA06,R,202-225-5431,RepGoodlatte,27116,http://goodlatte.house.gov/contacts/new,https://goodlatte.house.gov,https://youtube.com/RepBobGoodlatte
403,B001290,1964-07-27,N00036013,,1628 Longworth House Office Building,0,RepDaveBrat,,H4VA07143,2014,Dave Brat,M,BRAT,VA07,R,202-225-2815,RepDaveBrat,,http://brat.house.gov/contact,http://brat.house.gov,
404,B001292,1950-06-20,N00036018,,1119 Longworth House Office Building,0,repdonbeyer,202-225-0017,H4VA08224,2014,Don Beyer,M,BEYER,VA08,D,202-225-4376,repdonbeyer,,,http://beyer.house.gov,
405,G000568,1958-03-15,N00032029,,2202 Rayburn House Office Building,0,RepMorganGriffith,202-225-0076,H0VA09055,2010,Morgan Griffith,M,GRIFFITH,VA09,R,202-225-3861,RepMGriffith,5148,https://morgangriffith.house.gov/contact/contactform.htm,http://morgangriffith.house.gov,https://youtube.com/RepMorganGriffith
406,C001105,1959-06-30,N00036023,,229 Cannon House Office Building,0,RepBarbaraComstock,202-225-0437,H4VA10089,2014,Barbara Comstock,F,COMSTOCK,VA10,R,202-225-5136,RepComstock,,,https://comstock.house.gov,
407,C001078,1950-03-30,N00029891,,2238 Rayburn House Office Building,0,CongressmanGerryConnolly,202-225-3071,H8VA11062,2008,Gerry Connolly,M,CONNOLLY,VA11,D,202-225-1492,GerryConnolly,95078,https://forms.house.gov/connolly/contact-form.shtml,https://connolly.house.gov,https://youtube.com/repconnolly
408,K000384,1958-02-26,N00033177,,231 Russell Senate Office Building,0,SenatorKaine,202-228-6363,S2VA00142,2012,Tim Kaine,M,KAINE,VAS1,D,202-224-4024,SenKaineOffice,50772,https://www.kaine.senate.gov/contact,https://www.kaine.senate.gov,https://youtube.com/SenatorTimKaine
409,W000805,1954-12-15,N00002097,,703 Hart Senate Office Building,0,MarkRWarner,202-224-6295,S6VA00093,2008,Mark Warner,M,WARNER,VAS2,D,202-224-2023,MarkWarner,535,http://www.warner.senate.gov/public/index.cfm?p=Contact,https://www.warner.senate.gov,https://youtube.com/SenatorMarkWarner
410,V000108,1949-08-13,N00003813,,2328 Rayburn House Office Building,0,repvisclosky,202-225-2493,H4IN01012,1984,Pete Visclosky,M,VISCLOSKY,IN01,D,202-225-2461,RepVisclosky,26851,https://visclosky.house.gov/contact-pete/email-pete,https://visclosky.house.gov,https://youtube.com/PeteVisclosky1
411,W000813,1963-08-17,N00031226,,419 Cannon House Office Building,0,RepJackieWalorski,202-225-6798,H0IN02190,2012,Jackie Walorski,F,WALORSKI,IN02,R,202-225-3915,RepWalorski,34205,https://walorski.house.gov/contact/email-me,http://walorski.house.gov,https://youtube.com/repwalorski
412,S001188,1976-08-31,N00030891,Lost Senate primary,2418 Rayburn House Office Building,20,pages/foo/109067049164902,202-226-9870,H0IN03198,2010,Marlin Stutzman,M,STUTZMAN,IN03,R,202-225-4436,RepStutzman,34230,http://stutzman.house.gov/contacts/new,http://stutzman.house.gov,http://youtube.com/repstutzman
413,R000592,1970-02-09,N00031741,"Lost for Governor, running in IN04",2439 Rayburn House Office Building,0,RepToddRokita,202-226-0544,H0IN04170,2010,Todd Rokita,M,ROKITA,IN04,R,202-225-5037,ToddRokita,34167,https://rokita.house.gov/contact-me,http://rokita.house.gov,https://youtube.com/reptoddrokita
414,B001284,1960-08-25,N00033495,,1030 Longworth House Office Building,0,congresswomansusanwbrooks,202-225-0016,H2IN05082,2012,Susan Brooks,F,BROOKS,IN05,R,202-225-2276,SusanWBrooks,135988,https://susanwbrooks.house.gov/contact/email-me,http://susanwbrooks.house.gov,https://youtube.com/SusanWBrooks
415,M001189,1969-02-27,N00012546,,1230 Longworth House Office Building,0,RepLukeMesser,765-747-5586,H0IN02125,2012,Luke Messer,M,MESSER,IN06,R,202-225-3021,RepLukeMesser,33997,https://messer.house.gov/contact/email-me,https://messer.house.gov,https://youtube.com/RepLukeMesser
416,C001072,1974-10-16,N00029513,,2135 Rayburn House Office Building,0,CongressmanAndreCarson,202-225-5633,H8IN07184,2008,Andre Carson,M,CARSON,IN07,D,202-225-4011,RepAndreCarson,84917,https://carson.house.gov/contact/email-me,http://carson.house.gov,https://youtube.com/repandrecarson
417,B001275,1962-05-31,N00031227,,1005 Longworth House Office Building,0,RepLarryBucshon,202-225-3284,H0IN08114,2010,Larry Bucshon,M,BUCSHON,IN08,R,202-225-4636,RepLarryBucshon,120335,https://bucshon.house.gov/contact-me/email-me,https://bucshon.house.gov,https://youtube.com/RepLarryBucshon
418,Y000064,1972-08-24,N00030670,Elected Senator,B33 Russell Senate Office Building,15,SenatorToddYoung,202-226-6866,H0IN09070,2010,Todd Young,M,YOUNG,IN09,R,202-224-5623,RepToddYoung,120345,https://www.young.senate.gov/content/contact-senator,https://www.young.senate.gov,https://youtube.com/RepToddYoung
419,D000607,1955-09-28,N00026586,,720 Hart Senate Office Building,0,senatordonnelly,202-225-6798,H4IN02101,2012,Joe Donnelly,M,DONNELLY,INS1,D,202-224-4814,SenDonnelly,34212,https://www.donnelly.senate.gov/contact/email-joe,https://www.donnelly.senate.gov,https://youtube.com/sendonnelly
420,C000542,1943-05-16,N00003845,Retired at end of 114th,493 Russell Senate Office Building,4,pages/foo/180671148633644,202-228-1820,S0IN00053,2010,Dan Coats,M,COATS,INS2,R,202-224-5623,SenDanCoats,53291,http://www.coats.senate.gov/contact/,http://www.coats.senate.gov,http://youtube.com/SenatorCoats
421,K000368,1950-03-24,N00029260,Lost Senate general,201 Cannon House Office Building,21,pages/foo/152493768236405,202-225-3462,H8AZ01104,2012,Ann Kirkpatrick,F,KIRKPATRICK,AZ01,D,202-225-3361,RepKirkpatrick,28425,https://kirkpatrick.house.gov/contact/email-me,http://kirkpatrick.house.gov,http://youtube.com/repannkirkpatrick
422,M001197,1966-03-22,N00033982,,510 Cannon House Office Building,0,RepMcSally,202-225-0378,H2AZ08102,2014,Martha McSally,F,MCSALLY,AZ02,R,202-225-2542,RepMcSally,,,https://mcsally.house.gov,
423,G000551,1948-02-19,N00025284,,1511 Longworth House Office Building,0,Rep.Grijalva,202-225-1541,H2AZ07070,2002,Raul M Grijalva,M,GRIJALVA,AZ03,D,202-225-2435,RepRaulGrijalva,28253,https://grijalvaforms.house.gov/email-raul,https://grijalva.house.gov,https://youtube.com/raulgrijalvaaz07
424,G000565,1958-11-22,N00030771,,2057 Rayburn House Office Building,0,repgosar,202-226-9739,H0AZ01259,2010,Paul Gosar,M,GOSAR,AZ04,R,202-225-2315,RepGosar,123491,https://gosar.house.gov/contact-me/email-me,http://gosar.house.gov,https://youtube.com/repgosar
425,S000018,1958-01-21,N00006446,Retired at end of 114th,2349 Rayburn House Office Building,4,pages/foo/149561218527414,202-226-4386,H4AZ01038,2012,Matt Salmon,M,SALMON,AZ05,R,202-225-2635,RepMattSalmon,22184,https://salmon.house.gov/contact/email-me,http://salmon.house.gov,http://youtube.com/repmattsalmon
426,S001183,1962-03-03,N00006460,,2059 Rayburn House Office Building,0,repdavidschweikert,202-225-0096,H4AZ06045,2010,David Schweikert,M,SCHWEIKERT,AZ06,R,202-225-2190,RepDavid,106387,https://schweikert.house.gov/contact-form,https://schweikert.house.gov,https://youtube.com/RepDavidSchweikert
427,G000574,1979-11-20,N00036097,,1218 Longworth House Office Building,0,RepRubenGallego,,H4AZ07043,2014,Ruben Gallego,M,GALLEGO,AZ07,D,202-225-4065,RepRubenGallego,,,https://rubengallego.house.gov,
428,F000448,1957-06-19,N00006423,,2435 Rayburn House Office Building,0,TrentFranks,202-225-6328,H4AZ04024,2002,Trent Franks,M,FRANKS,AZ08,R,202-225-4576,RepTrentFranks,28399,https://franks.house.gov/contact-me/email-me,https://franks.house.gov,
429,S001191,1976-07-12,N00033983,,1725 Longworth House Office Building,0,CongresswomanSinema,202-225-9731,H2AZ09019,2012,Kyrsten Sinema,F,SINEMA,AZ09,D,202-225-9888,RepSinema,28338,https://sinemaforms.house.gov/forms/writeyourrep/,https://sinema.house.gov,https://youtube.com/repsinema
430,M000303,1936-08-29,N00006424,,218 Russell Senate Office Building,0,johnmccain,202-228-2862,S6AZ00019,1986,John McCain,M,MCCAIN,AZS1,R,202-224-2235,SenJohnMcCain,53270,https://www.mccain.senate.gov/public/index.cfm/contact-form,https://www.mccain.senate.gov,https://youtube.com/SenatorJohnMcCain
431,F000444,1962-12-31,N00009573,,413 Russell Senate Office Building,0,senatorjeffflake,202-226-4386,H0AZ01184,2012,Jeff Flake,M,FLAKE,AZS2,R,202-224-4521,JeffFlake,28128,https://www.flake.senate.gov/public/index.cfm/contact-jeff,https://www.flake.senate.gov/public,https://youtube.com/flakeoffice
432,B001227,1945-04-07,N00001619,,2004 Rayburn House Office Building,0,RepRobertBrady,202-225-0088,H8PA01153,1998,Robert A Brady,M,BRADY,PA01,D,202-225-4731,RepBrady,2519,https://brady.house.gov/contact-me/email-me,http://brady.house.gov,https://youtube.com/BradyPA01
433,F000043,1956-11-21,N00001746,Lost primary,2301 Rayburn House Office Building,20,pages/foo/165961823475034,202-225-5392,H2PA02055,1994,Chaka Fattah,M,FATTAH,PA02,D,202-225-4001,ChakaFattah,21850,https://fattahforms.house.gov/contact-rep-fattah,http://fattah.house.gov,http://youtube.com/ChakaFattah
434,K000376,1948-05-10,N00031647,,1707 Longworth House Office Building,0,191056827594903,202-225-3103,H0PA03271,2010,Mike Kelly,M,KELLY,PA03,R,202-225-5406,MikeKellyPA,119463,https://kelly.house.gov/contact-me/email-me,http://kelly.house.gov,https://youtube.com/repmikekelly
435,P000605,1962-05-27,N00034120,,1207 Longworth House Office Building,0,Rep.ScottPerry,202-226-1000,H2PA04135,2012,Scott Perry,M,PERRY,PA04,R,202-225-5836,RepScottPerry,59980,http://perryforms.house.gov/forms/writeyourrep/,http://perry.house.gov,https://youtube.com/RepScottPerry
436,T000467,1959-07-27,N00029736,,124 Cannon House Office Building,0,CongressmanGT,202-225-5796,H8PA05071,2008,Glenn Thompson,M,THOMPSON,PA05,R,202-225-5121,CongressmanGT,24046,https://thompson.house.gov/contact-me/email-me,http://thompson.house.gov,https://youtube.com/CongressmanGT
437,C001106,1976-09-07,N00031064,,326 Cannon House Office Building,0,CongressmanRyanCostello,202-225-8440,H0PA06076,2014,Ryan Costello,M,COSTELLO,PA06,R,202-225-4315,RepRyanCostello,,,https://costello.house.gov,
438,M001181,1955-10-20,N00031134,,2305 Rayburn House Office Building,0,CongressmanPatrickMeehan,202-226-0280,H0PA07082,2010,Patrick Meehan,M,MEEHAN,PA07,R,202-225-2011,RepMeehan,119474,https://meehan.house.gov/email-me,https://meehan.house.gov,https://youtube.com/repmeehan
439,F000451,1963-06-28,N00027229,Retired at end of 114th,2400 Rayburn House Office Building,7,pages/foo/132077153521454,202- 225-9511,H4PA08074,2010,Michael G Fitzpatrick,M,FITZPATRICK,PA08,R,202-225-4276,RepFitzpatrick,46971,https://fitzpatrick.house.gov/contact-me/email-me,http://fitzpatrick.house.gov,http://youtube.com/RepFitzpatrickPA8
440,S001154,1961-01-10,N00013770,,2079 Rayburn House Office Building,0,Rep.Shuster,202-225-2486,H2PA09035,2001,Bill Shuster,M,SHUSTER,PA09,R,202-225-2431,RepBillShuster,55693,http://shuster.house.gov/contact-form/,https://shuster.house.gov,https://youtube.com/repshuster
441,M001179,1952-08-15,N00031777,,2242 Rayburn House Office Building,0,144408762280226,202-225-9594,H0PA10078,2010,Tom Marino,M,MARINO,PA10,R,202-225-3731,RepTomMarino,119478,https://marino.house.gov/contact-me/email-me,https://marino.house.gov,https://youtube.com/RepMarino
442,B001269,1956-01-28,N00025495,,2049 Rayburn House Office Building,0,CongressmanLouBarletta,202-225-0764,H2PA11098,2010,Lou Barletta,M,BARLETTA,PA11,R,202-225-6511,RepLouBarletta,47143,https://barletta.house.gov/contact/email-me,http://barletta.house.gov,https://youtube.com/reploubarletta
443,R000598,1962-04-25,N00031253,,1205 Longworth House Office Building,0,keithrothfus,202-225-5709,H0PA04220,2012,Keith J Rothfus,M,ROTHFUS,PA12,R,202-225-2065,KeithRothfus,119466,https://rothfus.house.gov/email-keith,https://rothfus.house.gov,https://youtube.com/reprothfus
444,B001296,1977-02-06,N00035307,,1133 Longworth House Office Building,0,CongressmanBoyle,202-226-0611,H4PA13199,2014,Brendan Boyle,M,BOYLE,PA13,D,202-225-6111,RepBrendanBoyle,,,https://boyle.house.gov,
445,D000482,1953-08-05,N00001373,,239 Cannon House Office Building,0,usrepmikedoyle,202-225-3084,H4PA18131,1994,Mike Doyle,M,DOYLE,PA14,D,202-225-2135,USRepMikeDoyle,21853,https://doyle.house.gov/contact-me/email-me,http://doyle.house.gov,https://youtube.com/CongressmanDoyle
446,D000604,1960-05-24,N00026171,,2082 Rayburn House Office Building,0,CongressmanDent,202-226-0778,H4PA15087,2004,Charlie Dent,M,DENT,PA15,R,202-225-6411,RepCharlieDent,9121,https://dent.house.gov/?p=ContactForm,https://dent.house.gov,https://youtube.com/CongressmanDent
447,P000373,1939-10-10,N00001633,Retired at end of 114th,420 Cannon House Office Building,4,pages/foo/94156528752,202-225-2013,H6PA16197,1996,Joe Pitts,M,PITTS,PA16,R,202-225-2411,RepJoePitts,265,https://pitts.house.gov/contact-me/legislative-contact-form,http://pitts.house.gov,http://youtube.com/congressmanjoepitts
448,C001090,1961-05-01,N00034128,,1034 Longworth House Office Building,0,CongressmanMattCartwright,570-341-1055,H2PA17079,2012,Matt Cartwright,M,CARTWRIGHT,PA17,D,202-225-5546,RepCartwright,136236,https://cartwrightforms.house.gov/forms/writeyourrep/,http://cartwright.house.gov,
449,M001151,1952-09-11,N00024992,,2332 Rayburn House Office Building,0,reptimmurphy,202-225-1844,H2PA18143,2002,Tim Murphy,M,MURPHY,PA18,R,202-225-2301,RepTimMurphy,9794,https://murphy.house.gov/contact-me,https://murphy.house.gov,https://youtube.com/TimMurphyPA18
450,T000461,1961-11-17,N00001489,,248 Russell Senate Office Building,0,senatortoomey,202-228-0284,S4PA00121,2010,Pat Toomey,M,TOOMEY,PAS1,R,202-224-4254,SenToomey,24096,https://www.toomey.senate.gov/?p=contact,https://www.toomey.senate.gov,https://youtube.com/sentoomey
451,C001070,1960-04-13,N00027503,,393 Russell Senate Office Building,0,SenatorBobCasey,202-228-0604,S6PA00217,2006,Bob Casey,M,CASEY,PAS2,D,202-224-6324,SenBobCasey,2541,https://www.casey.senate.gov/contact/,https://www.casey.senate.gov,https://youtube.com/SenatorBobCasey
452,S001176,1965-10-06,N00009660,,2338 Rayburn House Office Building,0,RepSteveScalise,202-226-0386,H0LA01087,2008,Steve Scalise,M,SCALISE,LA01,R,202-225-3015,SteveScalise,9026,https://scalise.house.gov/contact-me/email-me,http://scalise.house.gov,https://youtube.com/RepSteveScalise
453,R000588,1973-09-13,N00030184,,420 Cannon House Office Building,0,RepRichmond,202-225-1988,H8LA02054,2010,Cedric Richmond,M,RICHMOND,LA02,D,202-225-6636,RepRichmond,35384,https://richmond.house.gov/contact-me/email-me,https://richmond.house.gov,
454,B001255,1956-02-21,N00026595,Lost Senate general,1431 Longworth House Office Building,21,pages/foo/197407646951718,202-225-5724,H4LA07029,2004,Charles W Boustany Jr.,M,BOUSTANY,LA03,R,202-225-2031,RepBoustany,35514,https://boustanyforms.house.gov/contact-me/,http://boustany.house.gov,http://youtube.com/boustanyla07
455,F000456,1951-07-05,N00029679,Lost Senate general,2182 Rayburn House Office Building,21,pages/foo/372154186772,202-225-8039,H8LA04225,2008,John Fleming,M,FLEMING,LA04,R,202-225-2777,RepFleming,108811,https://fleming.house.gov/contact/contactform.htm,http://fleming.house.gov,http://youtube.com/larep04
456,A000374,1954-09-16,N00036633,,417 Cannon House Office Building,0,CongressmanRalphAbraham,202-225-5639,H4LA05221,2014,Ralph Abraham,M,ABRAHAM,LA05,R,202-225-8490,RepAbraham,,,https://abraham.house.gov,
457,G000577,1972-01-31,N00036135,,430 Cannon House Office Building,0,CongressmanGarretGraves,202-225-7313,H4LA06153,2014,Garret Graves,M,GRAVES,LA06,R,202-225-3901,RepGarretGraves,,,https://garretgraves.house.gov,
458,C001075,1957-09-28,N00030245,,520 Hart Senate Office Building,0,,202-225-7313,H8LA00017,2014,Bill Cassidy,M,CASSIDY,LAS1,R,202-224-5824,,69494,https://www.cassidy.senate.gov/contact,https://www.cassidy.senate.gov,https://youtube.com/SenatorBillCassidy
459,V000127,1961-05-03,N00009659,Ran for Governor and lost: retired,516 Hart Senate Office Building,4,,202-228-5061,S4LA00057,2004,David Vitter,M,VITTER,LAS2,R,202-224-4623,,4615,http://www.vitter.senate.gov/contact/email-senator-vitter,http://www.vitter.senate.gov,http://youtube.com/SenatorVitter
460,L000571,1954-09-10,N00029788,Retired at end of 114th,2433 Rayburn House Office Building,4,pages/foo/152754318103332,202-225-3057,H8WY00148,2008,Cynthia Lummis,F,LUMMIS,WY01,R,202-225-2311,CynthiaLummis,15546,http://lummis.house.gov/contact/,http://lummis.house.gov,http://youtube.com/CynthiaLummis
461,B001261,1952-07-21,N00006236,,307 Dirksen Senate Office Building,0,johnbarrasso,202-224-1724,S6WY00068,2007,John A Barrasso,M,BARRASSO,WYS1,R,202-224-6441,SenJohnBarrasso,52662,https://www.barrasso.senate.gov/public/index.cfm/contact-form,https://www.barrasso.senate.gov,https://youtube.com/barrassowyo
462,E000285,1944-02-01,N00006249,,379a Russell Senate Office Building,0,mikeenzi,202-228-0359,S6WY00126,1996,Mike Enzi,M,ENZI,WYS2,R,202-224-3424,SenatorEnzi,558,http://www.enzi.senate.gov/public/index.cfm/contact?p=e-mail-senator-enzi,https://www.enzi.senate.gov,https://youtube.com/senatorenzi
463,C001087,1966-01-22,N00030770,,2422 Rayburn House Office Building,0,RepRickCrawford,202-225-5602,H0AR01083,2010,Rick Crawford,M,CRAWFORD,AR01,R,202-225-4076,RepRickCrawford,119208,http://crawford.house.gov/contact/,http://crawford.house.gov,https://youtube.com/RepRickCrawford
464,H001072,1956-12-05,N00035792,,1229 Longworth House Office Building,0,RepFrenchHill,202-225-5903,H4AR02141,2014,French Hill,M,HILL,AR02,R,202-225-2506,RepFrenchHill,,,https://hill.house.gov,
465,W000809,1957-02-18,N00031857,,2412 Rayburn House Office Building,0,RepSteveWomack,202-225-5713,H0AR03055,2010,Steve Womack,M,WOMACK,AR03,R,202-225-4301,Rep_SteveWomack,71815,https://womack.house.gov/contact/contactform.htm,http://womack.house.gov,https://youtube.com/CongressmanWomack
466,W000821,1967-11-18,N00035527,,130 Cannon House Office Building,0,RepWesterman,,H4AR04048,2014,Bruce Westerman,M,WESTERMAN,AR04,R,202-225-3772,RepWesterman,,,https://westerman.house.gov,
467,C001095,1977-05-13,N00033363,,124 Russell Senate Office Building,0,SenatorTomCotton,,H2AR04083,2014,Tom Cotton,M,COTTON,ARS1,R,202-224-2353,SenTomCotton,135651,http://www.cotton.senate.gov/?p=contact,https://www.cotton.senate.gov,https://youtube.com/RepTomCotton
468,B001236,1950-12-10,N00013873,,141 Hart Senate Office Building,0,JohnBoozman,202-228-1371,H2AR03176,2010,John Boozman,M,BOOZMAN,ARS2,R,202-224-4843,JohnBoozman,27958,https://www.boozman.senate.gov/public/index.cfm/contact,https://www.boozman.senate.gov/public,https://youtube.com/BoozmanPressOffice
469,F000449,1960-12-27,N00026631,,1514 Longworth House Office Building,0,jefffortenberry,202-225-5686,H4NE01064,2004,Jeff Fortenberry,M,FORTENBERRY,NE01,R,202-225-4806,JeffFortenberry,41929,https://fortenberry.house.gov/contact-me1,https://fortenberry.house.gov,https://youtube.com/JeffFortenberry
470,A000373,1949-11-10,N00005293,Lost general election,107 Cannon House Office Building,21,,202-226-5452,H4NE02054,2014,Brad Ashford,M,ASHFORD,NE02,D,202-225-4155,RepBradAshford,,,https://ashford.house.gov,
471,S001172,1970-12-19,N00027623,,320 Cannon House Office Building,0,,202-225-0207,H6NE03115,2006,Adrian Smith,M,SMITH,NE03,R,202-225-6435,RepAdrianSmith,21284,https://adriansmith.house.gov/contact-me/email-me,http://adriansmith.house.gov,https://youtube.com/RepAdrianSmith
472,F000463,1951-03-01,N00033443,,454 Russell Senate Office Building,0,senatordebfischer,202-228-1325,S2NE00094,2012,Deb Fischer,F,FISCHER,NES1,R,202-224-6551,SenatorFischer,41963,http://www.fischer.senate.gov/public/index.cfm/contact,https://www.fischer.senate.gov,https://youtube.com/senatordebfischer
473,S001197,1972-02-22,N00035544,,136 Russell Senate Office Building,0,SenatorSasse,,S4NE00090,2014,Ben Sasse,M,SASSE,NES2,R,202-224-4224,SenSasse,,http://www.sasse.senate.gov/public/index.cfm/email-ben,https://www.sasse.senate.gov/public,
